PERSONSET STORY XX0870
PERSONSET STORY XX0870
PERSONSET STORY (PERSONSET)
PERSONSET NREF 0
PERSONSET NEXT GANGSTERSET
PERSONSET WT 12
PERSONSET WORDS ALIOTO
PERSONSET WORDS MAFIO
MONEYSET STORY XX0960
MONEYSET STORY XX0960
MONEYSET STORY (LOST I MONEY)
MONEYSET NREF 0
MONEYSET NEXT GAMBLERSET
MONEYSET INDIR T
MONEYSET WT 6
MONEYSET WORDS MONEY
CHEATSET STORY XX0900
CHEATSET STORY XX0900
CHEATSET STORY (CHEATSET)
CHEATSET NREF 0
CHEATSET NEXT RACKETSET
CHEATSET INDIR T
CHEATSET WT 10
CHEATSET WORDS CHEATING
CHEATSET WORDS CHEAT
RACKETSET STORY XX0880
RACKETSET STORY (CONTROL MAFIA RACKETS)
RACKETSET NREF 0
RACKETSET NEXT MAFIASET
RACKETSET WT 17
RACKETSET WORDS RACKETEERS
RACKETSET WORDS CRIME
GOD SET RELIGION
PRAY SET RELIGION
SHIT SET SWEARING
DAD SET FAMILY
SEX SET SEXLIFE
GIRLS SET SEXLIFE
GIRL SET GIRL
GIRL STORY XX0660
GIRL STORY XX0690
GIRL WORDS GIRL
JOB SET WORK
HOME SET RESIDENCE
WARD SET HOSPITAL
HOBBY SET HOBBIES
SCHOO SET EDUCATION
ARMY SET SERVICE
RACKETEERS SET RACKETSET
CRIME SET RACKETSET
GANGSTERS SET GANGSTERSET
HOOD SET GANGSTERSET
ALIOTO SET PERSONSET
MAFIO SET PERSONSET
CHEATING SET CHEATSET
CHEAT SET CHEATSET
BOOKIES SET BOOKIESET
CROOK SET BOOKIESET
GAMBLING SET GAMBLERSET
BET SET GAMBLERSET
MONEY SET MONEYSET
HORSERACING SET HORSERACINGSET
RACES SET HORSERACINGSET
POLICE SET POLICESET
FUZZ SET POLICESET
ITALIANS SET ITALIANSET
ITALY SET ITALIANSET
HORSES SET HORSESET
HORSE SET HORSESET
MAFIASET IND @@2671
MAFIASET TYPE INSTITUTION
MAFIASET STORY XX1010
MAFIASET STORY (KNOW MAFIA I)
MAFIASET NEXT MAFIASET
MAFIASET WORDS MAFIA
POLICESET TYPE INSTITUTION
POLICESET STORY XX0980
POLICESET STORY XX0980
POLICESET STORY (POLICESET)
POLICESET NREF 0
POLICESET NEXT GANGSTERSET
POLICESET WT 4
POLICESET WORDS POLICE
POLICESET WORDS FUZZ
GANGSTERSET TYPE SPECIFIC
GANGSTERSET STORY XX0860
GANGSTERSET STORY XX0860
GANGSTERSET STORY (GANGSTERSET)
GANGSTERSET NREF 0
GANGSTERSET NEXT BOOKIESET
GANGSTERSET WT 15
GANGSTERSET WORDS GANGSTERS
